Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,Class
14586,484.0530090332031,196.4033966064453,95.85621643066406,0.8728113174438477,14976,0.7715418934822083,Cammeo
13789,471.3030090332031,198.52346801757807,88.71288299560547,0.8946021795272827,14025,0.6313644647598267,Cammeo
11184,416.9249877929688,171.3773956298828,83.96449279785156,0.8717566728591919,11349,0.6494019031524658,Osmancik
15151,496.1929931640625,207.93148803710935,93.96302032470705,0.892071545124054,15547,0.7613950371742249,Cammeo
11961,448.5650024414063,189.18014526367188,81.78645324707031,0.9017200469970704,12275,0.7534013390541077,Osmancik
12971,458.0350036621094,192.33746337890625,86.75472259521484,0.8924962878227234,13248,0.7774514555931091,Cammeo
15373,489.1310119628906,200.1409149169922,98.96591186523438,0.8691883087158203,15617,0.776414155960083,Cammeo
10917,420.9110107421875,176.4309539794922,80.17512512207031,0.8907835483551025,11128,0.659079909324646,Osmancik
12339,453.2640075683594,191.5043792724609,82.77468872070312,0.901761531829834,12534,0.6189305782318115,Osmancik
13117,451.8680114746094,173.7209014892578,98.30622100830078,0.8244835138320923,13453,0.6556205153465271,Osmancik
10231,404.364013671875,159.63926696777344,82.99382781982422,0.8542371392250061,10640,0.6299876570701599,Osmancik
12364,442.8550109863281,175.35739135742188,91.60602569580078,0.8527029156684875,12679,0.6178910732269287,Osmancik
15547,501.8049926757813,208.49917602539065,95.807861328125,0.8881716132164001,15867,0.5982837080955505,Cammeo
13455,468.8619995117188,196.68490600585935,87.98445129394531,0.8943654298782349,13730,0.6549357771873474,Cammeo
13429,491.37701416015625,208.9087829589844,83.84211730957031,0.9159319400787354,13837,0.5330660343170166,Cammeo
10962,415.0,170.09814453125,82.88566589355469,0.8732450008392334,11152,0.6203734874725342,Osmancik
14104,467.8009948730469,189.49490356445312,95.64701080322266,0.8632672429084778,14409,0.7896976470947266,Osmancik
10841,413.4599914550781,170.9647979736328,81.6749038696289,0.8785070776939392,11070,0.654491662979126,Osmancik
14713,493.2120056152344,206.91612243652344,91.64846801757812,0.8965583443641663,15162,0.5940326452255249,Cammeo
14300,504.37701416015625,212.59837341308597,87.49030303955078,0.911396861076355,14772,0.5404384136199951,Cammeo
13681,485.4129943847656,205.0064392089844,86.4876708984375,0.9066526889801024,14146,0.5598936080932617,Cammeo
12095,444.0339965820313,186.0676727294922,83.80880737304688,0.8928162455558777,12290,0.6999421119689941,Osmancik
12041,427.2900085449219,174.14544677734375,88.9172592163086,0.8598231673240662,12291,0.6346721649169922,Osmancik
14693,484.56298828125,199.6199951171875,94.80760955810548,0.8800179362297058,15034,0.6091625094413757,Cammeo
12060,438.7749938964844,177.40103149414062,87.37784576416016,0.8702874779701233,12420,0.6486660838127136,Osmancik
13056,485.6610107421875,205.52964782714844,82.62532806396484,0.9156345129013062,13492,0.5364230275154114,Osmancik
13764,479.47900390625,199.29568481445312,89.99370574951172,0.8922414183616638,14167,0.7771441340446472,Cammeo
16024,527.4210205078125,226.2627716064453,91.60111236572266,0.9143857955932616,16355,0.5356868505477905,Cammeo
13295,475.7430114746094,199.24073791503903,86.08377838134766,0.9018452763557434,13639,0.6159940958023071,Cammeo
11638,451.0090026855469,195.0361328125,76.92903137207031,0.9189239144325256,11843,0.5405982732772827,Cammeo
10690,411.3840026855469,169.08860778808594,81.66603088378906,0.875632643699646,10915,0.6611008048057556,Osmancik
14675,493.9289855957031,199.23362731933597,95.68336486816406,0.8771277666091919,15317,0.616855800151825,Cammeo
12402,437.6579895019531,175.23165893554688,91.14551544189452,0.8540792465209961,12595,0.7659338116645813,Osmancik
14906,497.8250122070313,211.34190368652344,90.6529541015625,0.903333067893982,15150,0.5974827408790588,Cammeo
11874,433.843994140625,176.6112518310547,87.04949188232422,0.8700929880142212,12138,0.7344136834144592,Cammeo
15158,505.2760009765625,209.4760284423828,93.92682647705078,0.8938383460044861,15586,0.6093668341636658,Cammeo
13140,467.0169982910156,192.61575317382807,89.4725570678711,0.885566234588623,13570,0.6389185786247253,Osmancik
11493,447.1539916992188,185.53111267089844,79.75233459472656,0.9028957486152648,11801,0.5700892806053162,Cammeo
11480,422.5490112304688,171.27105712890625,86.8359603881836,0.8619408011436462,11781,0.6482213735580444,Osmancik
12349,467.6650085449219,202.68780517578125,78.67498016357422,0.921592652797699,12572,0.5481622815132141,Cammeo
10782,412.8800048828125,165.54586791992188,84.3469009399414,0.8604660630226135,11112,0.6947165131568909,Osmancik
13970,494.6289978027344,210.52755737304688,85.43404388427734,0.9139577746391296,14308,0.550541877746582,Cammeo
10724,421.697998046875,168.3685302734375,83.7353286743164,0.8675593733787537,10988,0.5944567918777466,Osmancik
13447,455.6480102539063,183.95758056640625,94.45813751220705,0.8581028580665588,13867,0.6259076595306396,Osmancik
14269,501.0400085449219,214.6693572998047,85.64315795898438,0.9169710278511048,14733,0.700009822845459,Cammeo
11622,425.89300537109375,173.19540405273438,86.71649169921875,0.8656290769577026,11941,0.6035208106040955,Osmancik
11675,429.1300048828125,173.41819763183594,86.83406066894531,0.8656089901924133,11888,0.7373373508453369,Osmancik
11960,436.3710021972656,183.8168182373047,83.23420715332031,0.8916067481040955,12142,0.5895691514015198,Osmancik
14232,505.885009765625,214.10287475585935,86.41410827636719,0.914931058883667,14702,0.5260201096534729,Cammeo
12032,437.635986328125,177.40347290039062,87.80332946777344,0.8689295053482056,12291,0.6054750680923462,Osmancik
10595,403.8200073242188,163.12149047851562,83.77961730957031,0.8580281734466553,10832,0.6192285418510437,Osmancik
11268,429.3070068359375,171.2643280029297,85.810791015625,0.8654223680496216,11576,0.6086533665657043,Osmancik
15486,492.6940002441406,204.37213134765625,97.6780014038086,0.878391444683075,15688,0.6011645793914795,Cammeo
10367,413.9599914550781,176.56651306152344,75.28861999511719,0.9045329689979552,10529,0.56037837266922,Osmancik
14908,499.468994140625,209.11947631835935,92.06287384033205,0.8978798985481262,15324,0.7633384466171265,Cammeo
13118,480.08599853515625,207.10903930664065,81.7057113647461,0.9188934564590454,13652,0.5687651634216309,Cammeo
13135,459.2560119628906,189.78062438964844,89.05083465576172,0.8830757737159729,13353,0.5800653696060181,Osmancik
11445,426.1809997558594,172.9773712158203,86.0035400390625,0.8676386475563049,11734,0.6113781929016113,Osmancik
11977,442.364013671875,185.26541137695312,83.16057586669922,0.8935957551002502,12186,0.6817508935928345,Osmancik
12206,441.2850036621094,186.76031494140625,83.65754699707031,0.8940632939338684,12404,0.5905176401138306,Osmancik
10531,415.1059875488281,171.4884490966797,78.90145111083984,0.8878682851791382,10796,0.6012560725212097,Osmancik
15600,502.8429870605469,205.2755126953125,99.05281066894533,0.8758761882781982,16130,0.7214206457138062,Cammeo
13560,479.1990051269531,197.5580291748047,88.77228546142578,0.8933568596839905,14033,0.6917661428451538,Cammeo
10870,409.4909973144531,169.20606994628906,82.09532165527344,0.8744145631790161,11030,0.670242965221405,Osmancik
13076,450.3450012207031,183.5969390869141,91.70958709716795,0.8663047552108765,13253,0.677021861076355,Osmancik
12597,451.5429992675781,189.60536193847656,85.23102569580078,0.893271267414093,12858,0.6815451979637146,Cammeo
12734,466.3059997558594,198.7256774902344,82.2880859375,0.9102410674095154,13021,0.6349538564682007,Osmancik
10386,403.2959899902344,166.78656005859375,80.29826354980469,0.8764772415161133,10554,0.644452691078186,Osmancik
15043,498.2990112304688,206.0117034912109,94.76668548583984,0.8879156708717346,15414,0.5868836045265198,Cammeo
11512,427.5679931640625,172.21009826660156,85.44306182861328,0.8682334423065186,11802,0.6907891035079956,Osmancik
15330,501.6969909667969,209.6793212890625,93.87272644042967,0.894185483455658,15617,0.5826238989830017,Cammeo
14436,486.989013671875,204.4976959228516,90.86436462402344,0.89586341381073,14709,0.6418567299842834,Cammeo
9646,390.95599365234375,162.013671875,76.31642150878906,0.8821069002151489,9815,0.6751120090484619,Osmancik
14301,497.7739868164063,209.87635803222656,87.29936981201172,0.9093846678733826,14591,0.6006804704666138,Cammeo
11504,432.4440002441406,175.7850799560547,84.95903015136719,0.8754482269287109,11861,0.5880188345909119,Osmancik
14853,488.5610046386719,201.5631256103516,95.47245025634766,0.8807076215744019,15224,0.6785290241241455,Cammeo
11706,428.5539855957031,175.84959411621094,85.54583740234375,0.8736963868141174,11944,0.622328519821167,Osmancik
14837,499.8320007324219,210.06724548339844,91.26864624023438,0.900684654712677,15263,0.6800971627235413,Cammeo
10561,405.739013671875,168.9385223388672,80.0907974243164,0.8804804086685181,10709,0.6022468209266663,Osmancik
9723,388.6170043945313,158.36082458496094,79.34258270263672,0.8654333353042603,9949,0.6251928806304932,Osmancik
11278,422.1860046386719,170.4181671142578,86.04627990722656,0.8631704449653625,11642,0.6246469020843506,Osmancik
12110,448.8399963378906,191.8042755126953,80.65459442138672,0.9072903990745544,12313,0.6178571581840515,Osmancik
11538,446.8569946289063,189.68528747558597,78.97428894042969,0.909207284450531,11852,0.5799447298049927,Cammeo
10816,417.781005859375,170.9293212890625,81.6661148071289,0.8784810900688171,11119,0.5891067385673523,Osmancik
14932,488.864990234375,203.93930053710935,94.11239624023438,0.8871544599533081,15200,0.7816163897514343,Osmancik
12204,436.8550109863281,169.29322814941406,93.1858139038086,0.8348745107650757,12505,0.7477940917015076,Osmancik
10657,407.7650146484375,168.73733520507812,80.82007598876953,0.8778314590454102,10826,0.6095287203788757,Osmancik
15121,503.4869995117188,212.9385223388672,91.33050537109376,0.9033493399620056,15470,0.7837963700294495,Cammeo
14994,508.3070068359375,215.5698089599609,89.61988067626953,0.9094858765602112,15246,0.5507640242576599,Cammeo
11068,423.9729919433594,172.0155792236328,82.98536682128906,0.8759348392486572,11323,0.6053048968315125,Osmancik
10913,427.6180114746094,170.72329711914062,83.15889739990234,0.8733475804328918,11311,0.6257095336914062,Osmancik
14054,486.7650146484375,207.5825042724609,87.13072967529297,0.907644271850586,14343,0.7894618511199951,Cammeo
13921,486.3880004882813,203.1841735839844,88.83795928955078,0.8993503451347351,14334,0.5801867246627808,Cammeo
13387,458.95599365234375,180.40081787109372,95.74205780029295,0.8475481271743774,13653,0.6329550743103027,Osmancik
14469,484.4670104980469,204.24917602539065,90.72005462646484,0.8959457278251648,14701,0.6587297916412354,Cammeo
11569,433.0130004882813,183.7203063964844,80.48042297363281,0.8989459872245789,11734,0.6103724837303162,Osmancik
11792,427.7829895019531,180.8717498779297,83.27078247070312,0.8877189755439758,11923,0.7183235883712769,Osmancik
12921,477.1210021972656,197.7001495361328,84.82759094238281,0.9032703042030334,13557,0.7239466309547424,Cammeo
12823,450.6409912109375,180.6975250244141,91.7814483642578,0.8613991737365723,13195,0.6978503465652466,Osmancik
11297,416.6799926757813,165.3592071533203,88.23674774169922,0.8457328677177429,11535,0.6292892098426819,Osmancik
12992,458.8940124511719,183.4208221435547,92.05143737792967,0.8649492859840393,13372,0.7759197354316711,Osmancik
14414,476.3210144042969,194.85975646972656,94.98594665527344,0.8731464147567749,14664,0.6638725399971008,Osmancik
13059,456.4410095214844,185.9820098876953,90.20448303222656,0.874504566192627,13339,0.6194384098052979,Cammeo
13983,483.6679992675781,201.48521423339844,89.05701446533203,0.8970137238502502,14320,0.567491888999939,Cammeo
11199,421.0429992675781,170.6911163330078,85.02394104003906,0.8671104907989502,11405,0.8033716082572937,Osmancik
16094,509.97900390625,215.54759216308597,95.61666107177734,0.8962254524230957,16403,0.7587929964065552,Cammeo
13677,467.24798583984375,191.0117950439453,91.82099151611328,0.8768804669380188,13901,0.655028760433197,Osmancik
10733,402.41900634765625,166.23431396484375,82.70548248291016,0.867450475692749,10876,0.7061184048652649,Osmancik
14690,506.8550109863281,214.15948486328125,88.87600708007812,0.9098218083381652,15064,0.5843974947929382,Cammeo
11624,452.3710021972656,190.0177154541016,79.30647277832031,0.9087396264076232,11979,0.5860052704811096,Osmancik
11359,422.8469848632813,171.239990234375,85.91520690917969,0.8650277853012085,11665,0.6596399545669556,Osmancik
10590,412.5069885253906,173.71124267578125,78.52342224121094,0.8920006155967712,10743,0.7839218378067017,Osmancik
12895,449.5130004882813,186.66151428222656,88.5887451171875,0.880203902721405,13072,0.584754228591919,Osmancik
12378,454.06201171875,195.47213745117188,81.28996276855469,0.9094265103340148,12570,0.5565647482872009,Osmancik
14794,501.5690002441406,213.49099731445312,89.19424438476562,0.9085439443588256,15202,0.6806219816207886,Cammeo
16091,508.83099365234375,209.1838836669922,99.23175811767578,0.8803225159645081,16431,0.6704583168029785,Cammeo
11185,414.1809997558594,170.01824951171875,84.11061096191406,0.8690551519393921,11370,0.6220800876617432,Osmancik
16291,523.1929931640625,223.25233459472656,93.60415649414062,0.907859206199646,16595,0.5811572670936584,Cammeo
17442,539.7760009765625,228.59347534179688,98.19204711914062,0.9030436277389526,17698,0.5762521624565125,Cammeo
11732,428.1830139160156,172.9629669189453,86.98690032958984,0.8643317222595215,11900,0.6310920119285583,Osmancik
10875,418.9819946289063,166.69039916992188,85.32958221435547,0.8590422868728638,11334,0.7621951103210449,Osmancik
16259,522.6220092773438,215.5091857910156,97.42145538330078,0.891991376876831,16728,0.584351658821106,Cammeo
12061,432.6889953613281,174.20278930664062,90.0654296875,0.855976402759552,12378,0.628013551235199,Osmancik
11739,448.6050109863281,187.68576049804688,80.84974670410156,0.9024608731269836,12118,0.5470176935195923,Cammeo
11191,426.1380004882813,177.49659729003906,81.30754852294922,0.888911247253418,11456,0.6431609392166138,Osmancik
13263,480.1910095214844,205.57586669921875,83.13744354248047,0.9145767092704772,13517,0.6805726885795593,Cammeo
11447,447.3460083007813,190.38905334472656,79.03822326660156,0.9097572565078736,11753,0.5435422658920288,Cammeo
11500,424.3989868164063,171.81744384765625,86.84950256347656,0.862841010093689,11838,0.7865937352180481,Osmancik
11931,445.10101318359375,187.92051696777344,82.14220428466797,0.8994073867797852,12174,0.6481420993804932,Cammeo
14563,496.7760009765625,206.1271514892578,91.53044128417967,0.8960027694702148,15116,0.5910548567771912,Cammeo
16625,535.989013671875,229.7935943603516,93.0896224975586,0.9142719507217408,16951,0.6541412472724915,Cammeo
13166,461.9389953613281,185.6002960205078,91.29359436035156,0.8706614375114441,13562,0.6563310027122498,Cammeo
13166,465.9670104980469,195.9054107666016,86.00589752197266,0.8984785079956055,13383,0.6580039262771606,Osmancik
12042,440.7000122070313,177.11135864257812,88.22966003417969,0.8670855760574341,12424,0.751685380935669,Osmancik
10798,412.0130004882813,169.9911346435547,81.7766342163086,0.8766854405403137,11000,0.6488403081893921,Osmancik
13923,488.7080078125,209.73745727539065,85.71607971191406,0.9126765131950378,14165,0.5342260599136353,Cammeo
14787,492.31298828125,209.67886352539065,90.46773529052734,0.9021327495574952,15066,0.7956844568252563,Cammeo
14828,494.2560119628906,209.6626892089844,90.79800415039062,0.9013617038726808,15038,0.5709225535392761,Cammeo
15868,519.5289916992188,219.17892456054688,93.26964569091795,0.9049391150474548,16281,0.5712639689445496,Cammeo
12684,461.3580017089844,198.20211791992188,81.89427947998047,0.9106467962265016,12912,0.5471014380455017,Cammeo
14850,500.2980041503906,213.0778961181641,89.35130310058594,0.9078309535980223,15124,0.5802140831947327,Cammeo
14626,502.3569946289063,212.7346954345703,88.58338928222656,0.9091801047325134,14997,0.5815044641494751,Cammeo
11797,451.9599914550781,195.5936584472656,77.40120697021484,0.9183692336082458,11988,0.5701512694358826,Cammeo
15223,514.906982421875,220.3685607910156,89.4363784790039,0.913940131664276,15492,0.5502819418907166,Cammeo
